pk,title,overview,release_date,poster_path,vote_average,popularity,key
704,더 원,"우주에 생존하는 또 다른 자신을 모두 죽이면 우주의 전능한 절대자가 된다는 사실을 알게된 율라우(이연걸)는 우주 감시 요원들의 눈을 피해 125개 행성의 또 다른 자신을 찾아 생명을 파멸시킨다. 그리고 123번째 또 다른 자신을 살해하고 양자터널로 이동 중 요원들에게 잡히게 되고 우주 법정에서 지옥의 감옥 스타지안 페날로 영구 추방령을 받는다. 그러나 스타지안의 양자 터널이 열리려는 순간 극적인 탈출에 성공한 율라우는 마지막 남은 단 하나의 자신 게이브(이연걸)를 없애기 위해 지구로 향하는데.  엘에이의 경찰인 게이브는 범죄자 호송 도중 갑작스러운 총격전을 벌이게 된다. 범인을 뒤쫒던 중 자신과 똑같은 모습에 흠칫 놀라는 게이브. 충격에 빠져있던 그에게 나타난 우주 요원 로데커 일행은 알 수 없는 이야기를 들려준다. 또 다른 우주 그리고 자신을 살해하려는 또다른 자신. 이 혼돈스러운 싸움에는 또 하나의 조건이 있다. 둘 모두 살아남아야 한다는 것, 율라우나 게이브 둘 중 하나가 죽음을 맞이하더라도 우주는 평행을 잃고 산산조각날 위기에 처하게 되는데.",2001-11-02,/886ao9FKzfkEMFkiBH9SPJy8OKl.jpg,6.1,23.127,LfeIezSuRj4
705,"구름의 저편, 약속의 장소","2차 세계대전을 겪고 난 일본은 미국의 통치 지역과 유니온 정부의 통치 구역으로 나뉘면서 남북이 분단된다. 미국의 통치 지역인 아오모리현에 사는 히로키와 타쿠야는 분단 때문에 갈 수 없는 유니온 구역 하늘에 떠 있는, 우주로 향해 있는 탑을 동경한다. 그들은 직접 비행기를 만들어서 언젠가는 높은 탑 근처까지 날아갈 계획을 세운다. 히로키가 흠모하는 소녀 사유리도 계획에 가세하지만 세 사람은 어떤 이유 때문에 탑으로 가지 못하고 훌쩍 자라버린다. 그로부터 3년이란 시간이 흐른 뒤 히로키는 다시 한번 유니온 하늘에 솟아 있는 탑으로 비행기를 타고 가야겠다는 결심을 한다.",2004-11-20,/ovO45bfdyQb1vYFQJdVCtWuLfCF.jpg,6.6,16.978,
706,큐브 2,"8개의 침대 위, 비닐에 쌓여 누워있는 인간들...  그 중 한 침대는 비어있다!  그리고, 다시 큐브 안. 비어있는 침대의 주인이었던 그녀, 큐브의 첫 에피타이저였다  다시 시작된 큐브공포  실험실에서 실종되었던 그녀는 어느새인가 새하얀 큐브 속을 헤매고 있다.  아무도 보이지 않고, 큐브 속엔 6개의, 똑같이 생긴 금속 문만이 닫혀있다. 그 중 하나의 문으로 기어올라가 본다. 문이 열리면, 똑같이 생긴 또 하나의 큐브. 그리고, 비명소리와 함께 사라진 그녀!  눈부실 만큼 새하얀 큐브 속, 두려움으로 가득 찬 사람들의 얼굴도 마치 큐브컬러다. 왜, 어떻게, 이곳에 왔는지 기억하지 못하는 8명의 인간들.  스스로 살아 움직이는 벽은 점점 조여오고, 시체들은 점점 늘어나는데...  하이퍼 큐브, 그 상상할 수 없는 진화  큐브 속 유일한 실마리는 60659. 출구를 풀 수 있는 실마리인가? 생일번호일수도 있다. 우편번호? 단순한 일련번호? 아니다. 아무 의미가 없을 수도 있다. 그럼, 온 몸에 60659를 비롯한 공식들을 써놓은 채 죽은 물리학자의 시체는 어떻게 된 것인가?  예쁘게 곱증하던 사각형은 점점 커져, 피 한 방울 남기지 않고 결국 엔지니어를 삼켜버리지만, 그는 다른 큐브 속에서 여전히 살.아.있.다!! 벽 속에서 튀어나온 레이저 스피어(Razor Sphere)는 대령의 다리부터 끊어 먹어버리고... 시간과 공간을 텔레포트 해버린 큐브 속, 다양한 현실과 다양한 시간이 공존하는 환상의 큐브. 그러나 그 순간에도 벽은 조여온다.  큐브 너머, 미궁의 실체를 찾아라!  모든 것이 한 곳으로 모이고 있다. 도형, 숫자, 죽은 물리학자의 시체... 모든 가능한 현실이, 과거의 나와 미래의 내가 한자리에 모이면서 다시 죽고, 죽인다.",2002-04-15,/shgWMGvX9JOXfpI2DOR2u5FyLBx.jpg,5.5,18.428,2m1aCPB_Ni8
707,슈퍼딥,"가장 깊고, 큰 규모의 비밀 연구 시설에서 1984년 알 수 없는 비명소리가 지하 12Km에서 녹음되었고, 그 깊은 곳에서 사상자가 발생하는 초유의 사건이 발생되면서  그 속에 숨겨진 비밀을 캐기위해 한 조사팀이 파견된다.",2020-11-04,/3uUA6d7gkGyivkuxaf7zNSbkSuj.jpg,6.1,16.491,2vfmCzuTsaY
708,블레이드 러너: 블랙 아웃 2022,"2022년 LA, 타이렐사는 넥서스 8을 시장에 내놓을 준비를 한다. 넥서스 8은 인간과 비슷한 자연수명을 지닌 특별판. 그러자 인간 우월주의 운동이 일어나고 성난 군중들은 레플리컨트를 색출하고 살해한다. 레플리컨트인 트리시에도 이들의 공격을 받지만 전직 군인이었던 이기가 구해준다. 이기는 트리시에와 함께 타이렐사의 레플리컨트 데이터 베이스를 없앨 계획을 세운다.",2017-09-26,/zzRjnUOVXyjp2WudgT7KxJLYh9D.jpg,7.3,16.479,SRke_LRrh3A
709,줌,"잭 쉐퍼드는 한때 캡틴 줌이라고 불리우는 슈퍼 히어로였으나 지금은 파워를 모두 잃고 평범하게 살아가고 있다. 오래전 슈퍼히어로 그룹인 팀 제니스를 이끌었던 잭은 숙적 콘커션을 쓰러뜨리기 위해 자신의 모든 파워를 희생시켰던 것이다. 미군의 비밀 부대는, 최근들어 이상한 위험 징후를 발견하고 제니스 프로그램을 재개할 것을 결정한다. 이에 네 명의 초능력 소년, 소녀들이 발탁되는데, 문제는 이들을 가르칠 사람이 없다는 것이다. 이제 잭이 이들의 지도를 위해 다시 소환되고 잭은 그들을 최고의 슈퍼 히어로로 거듭나게 하기 위해 특별 훈련을 감행하는데...",2006-08-11,/v4rSFmiy0v9D7qmKkaUVJn5UhZ1.jpg,5.4,22.473,5y7q5b3WyEc
710,프랑켄슈타인,"1794년, 흑한의 북극 바다가 배 주위로 얼어붙자 북극 정상을 향해 돌진하던 윌튼 선장(Ship Captain Walton: 에이단 퀸 분)이 얼음구덩이에서 반미치광이 빅터 프랑켄슈타인(Victor Frankenstein: 케네스 브래너 분)을 구해주면서 시작된다. 빅터는 자신의 끔찍한 이야기를 선장에게 털어놓는다. 목가적인 어린 시절을 보낸 빅터에게 어느날 어머니(Victor's Mother: 체리 룬히 분)가 돌아가시면서 불행이 엄습한다. 그는 대학에 입학하기 위해 아버지(The Father: 이안 홈 분)와 동생 그리고 입양한 여동생 엘리자벳(Elizabeth: 헬레나 혼햄 카터 분)을 떠나야 했다. 엘리자벳과는 서로 사랑하는 사이지만 표현할 수 없다. 새로운 지방에서 친구 헨리(Henry Clavell: 톰 헐스 분)를 사귀고, 빅터는 사악하고 호기심많은 윌드만 박사(Mentor, Dr. Waldeman: 존 크리즈 분)를 알게 되어 위험한 창조물 실험에 빠져들게 된다. 설상가상으로 이 마을에는 콜레라가 엄습하고 빅터는 이를 이용해 시체를 실험실에 옮겨놓고 창조물(The Creature: 로버트 드니로 분)을 만드는데 성공한다. 생각보다 끔찍한 자신의 창조물에 아연실색한 빅터는 충격과 함께 자신의 연인 엘리자벳 곁으로 도망을 친다. 그러나 지능이 높은 괴물은 그동안 말을 익히고 빅터를 찾아나선다. 이토록 흉직한 나를 만든, 빅터가 빚어낸 불행의 창조물은 복수를 시작한다.",1994-11-04,/bOwCAQsZlEKrwhPi1ejY6BS8jpL.jpg,6.4,18.971,mMe7NdrpxEI
711,저스티스 리그 vs. 더 페이털 파이브,"저스티스 리그는 강력한 새로운 위협에 직면해 있습니다. Fatal Five! 슈퍼맨, 배트맨, 원더우먼은 마노, 설득자, 타록의 시간 여행 트리오가 떠오르는 그린 랜턴, 제시카 크루즈를 찾아 메트로폴리스를 공포에 떨게 하면서 해답을 찾습니다. 그녀의 원치 않는 도움으로, 그들은 그들의 사악한 계획을 실행하기 위해 남은 Fatal Five 멤버인 에메랄드 황후와 Validus를 석방하는 것을 목표로 합니다. 하지만 저스티스 리그는 또한 변덕스러운 힘으로 가득 찬 특이한 스타 보이에서 다른 시대의 동맹을 발견했는데, 그가 치명적인 5인방을 좌절시키는 열쇠가 될 수 있을까요? 궁극의 악에 맞선 서사시적인 전투가 기다리고 있습니다!",2019-03-29,/9F4yd1lnTKFHZkme1nuPWmH1hbl.jpg,6.8,16.23,CB6qyTLXUXo
712,뎀!,"사막에서 무언가에 충격을 받은 소녀가 발견된다. 급파된 수색팀이 발견한 것은 원폭 실험의 결과로 엄청나게 거대해진 개미. 은 1950년대 최고 걸작 SF물 중 하나로 '무모한 과학 실험이 만든 몬스터' 영화의 원형이다  어색한 특수효과 탓에 무서워야할 개미가 인형같아 보이지만 그래도 당시로서는 매우 충격적이었다. 원폭 이후의 시대상을 반영한 이 영화를 적나라한 '안티 커뮤니즘(개미=공산당)'으로 읽는 이도 있다. 1954년 워너 작품 중 최고의 흥행을 기록한 영화이지만 , 등장하는 개미 인형 중 제대로 만들어진 것은 단 두 개 뿐이고 나머지는 움직이지도 않는 것이었다.",1954-06-16,/izusa2K3Xatwme5Y7cw3UsVXCj.jpg,6.9,17.211,3eZEl2JhTEk
713,딥: 잠들면 죽는다,불면증에 시달리던 의대생 4명이 혁신적인 신약 연구에 참여한다. 큰 노력 없이 거액을 챙길 수 있는 자리. 여기엔 예상치 못한 반전이 숨어 있었으니. 살고 싶다면 60초 이상 잠들지 마라.,2021-07-16,/cWfObtBUrBsEol35YmFC3LtGBoM.jpg,6.3,17.446,CyEBaYYUroM
714,메모리즈,"우주 폐기물을 청소하던 코로나호는 낡은 구형 우주선에서 나오는 SOS 신호를 받고 구조에 나선다. 조난신호를 따라 우주선으로 들어간 코로나호의 ‘미겔’과 ‘하인츠’는 허름한 구형 우주선 내부에서 화려한 저택을 발견하고, 그 저택의 주인이 미녀 오페라 가수 ‘에바’의 것임을 알게 된다. 하지만 두 구조대원에게 알 수 없는 일들이 계속해서 일어나는데… 과연 두 사람은 무사히 구조활동을 마치고 코로나호로 돌아갈 수 있을까?",1995-12-23,/fTEOza0iLwxEj7PFf05MqUovJey.jpg,7.4,16.455,NTyRMfdDfc8
715,13층,컴퓨터 과학자 해넌 풀러는 자신이 발견한 중요한 사실을 동료인 더글라스 홀에게 알려주기 위해 가상세계 속의 인물에게 편지를 맡긴 후 현실로 돌아와 누군가에게 살해된다. 동료 홀은 풀러의 살인범으로 의심을 받는 가운데 스스로 범인의 단서를 찾기 위해 가상세계로 들어가는데...,1999-04-16,/thORjOVkD1XQviaBf9bFccYO3et.jpg,7,20.805,SwJvCACK4PU
716,매드 갓,"잠재의식 속 가장 원시적인 공포에서 착안하게 이미지화된 고문당한 영혼들, 노쇠한 벙커 그리고 일그러진 괴물들이 있는 세계를 ‘어쌔신(The Assassin)’을 따라가보자. 이 영화 속 모든 세트, 생물체, 형상은 모두 전통적인 스톱 모션 기법을 활용해 수작업으로 제작한 이 애니메이션 걸작은 스톱 모션 애니메이션의 시대를 넘어선 예술에 대한 오마주일 것이다.",2022-06-16,/sEULzxEZvrJvhz91wKxpbih25Sk.jpg,6.9,19.509,jas8OABbn0Y
717,타이탄 A.E.,인류의 생활권이 우주로 확대된 시대. 그러나 언제나 우주의 중심은 지구이다. 외계인 드레지족의 공격으로 지구는 대폭발을 하고 지구 폭발 전 케일의 아버지는 타이탄호를 발명하고 타이탄호의 위치가 들어 있는 반지를 어린 케일에게 맡긴다. 타이탄호는 지구의 모든 생물의 유전자가 간직되어 있는 일종의 노아의 방주와도 같은 것. 어른이 된 케일은 전 지구방위군 사령관의 도움으로 반지의 비밀을 알아내고 타이탄호를 찾아내어 지구를 멸망시킨 드레지족과 인류의 마지막 전쟁을 벌인다.,2000-06-16,/el2iHk3LTJWfEnwrvcRkvWY501G.jpg,6.6,17.954,mK7huyUD3i8
718,화씨 451,"일체의 문자정보가 금지된 미래사회를 배경으로 한 문명비판의 SF 영화. 주인공은 몰래 책을 숨기고 있는 사람들을 색출해 체포하고 책들을 불태우는 임무를 수행하는 소방수이다. 원제 '화씨 451도'는 종이가 불타는 온도를 뜻한다. 원작은 SF 작가 레이 브래드베리(Ray Bradbury)가 1953년 발표한 첫 장편소설이며, 프랑수아 트뤼포 감독에겐 첫 컬러 영화다.",1966-09-07,/k2CTpexoS9MO9lKVFfnzwVdJuM.jpg,7.1,18.203,x9iyKI2pJbE
719,눈먼 자들의 도시,"평범한 어느 날 오후, 앞이 보이지 않는다며 한 남자가 차도 한 가운데에서 차를 세운다. 이후 그를 집에 데려다 준 남자도, 그를 간호한 아내도, 남자가 치료받기 위해 들른 병원의 환자들도, 그를 치료한 안과의사도 모두 눈이 멀어버린다. 시야가 뿌옇게 흐려져 앞이 보이지 않는 정체불명의 이상현상.. 눈먼 자들의 수가 기하급수적으로 늘어나면서 정부는 그들을 병원에 격리수용하고, 세상의 앞 못 보는 자들이 모두 한 장소에 모인다. 그리고.. 남편을 지키기 위해 눈먼 자처럼 행동하는 앞을 볼 수 있는 한 여인(줄리안 무어)이 있다. 아수라장이 되어버린 병동에서 오직 그녀만이 충격의 현장을 목격하는데..",2008-05-14,/n9iEcIYbzB8yyLsYScjSG5fYR9j.jpg,6.5,20.703,7FRW6NXhmoA
720,사탄의 인형,"생일 선물로 꼭 갖고 싶었던 인형을 받게 된 ‘앤디’ 늘 혼자였던 그에게 ‘처키’는 유일한 친구가 되어준다. 가장 친한 친구 ‘앤디’를 소유하고 싶은 처키는 점차 사악한 본성을 드러내기 시작하는데… “우리, 이제 놀 시간이야” ‘그것’ 제작진의 새로운 놀이가 시작된다.",2019-06-19,/ricPrUFcgwdt6VgLHM5P0oPpze4.jpg,6,17.963,oUOBNFRFh6w
721,스토어웨이,3인의 대원이 우주선에 몸을 싣고 화성으로 떠난다. 하지만 뜻하지 않게 그 여정에 합류한 네 번째 승객. 이제 모두의 생명이 위험하다. 그들은 어떤 선택을 내려야 할까.,2021-06-24,/rtewI58fX9qccbCuM05CrfdU3Vn.jpg,5.9,16.824,EbwzEEmZwvw
722,고지라·모스라·킹 기도라: 대괴수 총공격,"괌 부근에서 미군의 원자력 잠수함이 실종되는 사고가 일어났다. 구조대는 그곳에서 고지라를 목격하지만, 방위군은 고지라에 대한 대비를 소홀히 하며 낙관적인 자세를 견지하고 있었고, 50년전의 고지라 상륙시 양친을 잃은 타치바나 준장은 그런 방위군의 모습에 우려를 느꼈다. 같은 무렵, 일본 각지에서 괴수에 의한 것으로 보이는 괴사건이 일어난다. 우연히 이 사건에 말려든 마이너 방송 디지털Q의 기자 타치바나 준장의 딸, 유리는, ‘야마토 3성수’라고 하는 수호 괴수의 존재를 알게 된다. 고지라의 접근을 감지한 바라곤이 가장 먼저 깨어난다. 곧이어 고지라도 일본에 상륙해 나아간다. 바라곤은 하코네에서 고지라와 사투를 벌이지만 고지라의 압도적인 힘 앞에 바라곤은 쓰러져 버리고, 유리는 나머지 2대 성수의 부활을 믿으며 타치바나 준장이 지휘하는 방위군과 고지라의 최후 결전장인 요코하마로 향하게 된다, 바라곤에 이어 깨어난 모스라와 기도라도 고지라를 쫓아 요코하마로 향한다.",2001-12-15,/iQNqFZsC7kvFrwVzbvtFTVBMnwP.jpg,7.4,15.198,o7iPn4W9oeI
723,쏘리 투 보더 유,"캘리포니아 오클랜드의 대체 현실에서, 텔레마케터 캐시어스 그린은 그를 승리로 이끈 마법 같은 방법을 찾은 후 섬뜩한 세계 속의 자신을 발견한다. 캐시어스의 커리어가 발전하면서, 그의 친구들과 동료들은 기업의 억압에 대항하는 조직을 만든다. 캐시어스는 그가 상상도 못할 연봉을 제시한, 코카인을 흡입하는 CEO 스티브 리프트의 마수에 빠지게 되는데...",2018-07-06,/wdiJKxlyg3bzqZgRsNcIfoaQs1O.jpg,6.8,16.655,XeISaoQDh2g
724,낙원추방,"인류의 98%가 디바라는 전뇌세계에서 육체가 없이 살아가는 미래. 보안국 요원으로 활동하는 안젤라 발자크는 해킹을 통해 프론티어 세터라 자칭하며 제네시스 아크호를 타고 갈 우주여행 지원자를 모집하는 광고를 띄운 해커를 조사하게 된다. 안젤라는 지금은 황폐해진 지구로 가서 현지 안내인 딩고를 만나, 익숙하지 않은 실제 육체인 머티리얼 바디의 몸으로 프론티어 세터를 추적한다. 프론티어 세터를 따돌리기 위해 디바 네트워크와 연결도 끊고 착륙 지점에서 멀리 떨어진 제도로 이동한 안젤라와 딩고는 수년간 산화제를 사들인 프론티어 세터의 정체를 알아내게 되는데...",2014-11-15,/mtxssIhvgT4ipYfbma4kfWuxkrK.jpg,6.4,15.768,qTzYHqCfekk
725,나의 마더,"지구에서 멸종된 인류. 소녀에겐 자신을 키워준 로봇 ‘마더’가 전부였고, 마더 역시 ‘딸’인 소녀가 전부였다. 그들은 안전했다. 낯선 인간 여자가 나타나기 전까진.",2019-06-07,/5s9noJbnPeKPTcLOGpbH0Hc405H.jpg,6.7,14.355,m_OjETlt_LM
726,안드로메다의 위기,"쥬라기 공원으로 유명한 스릴러 작가 마이클 크라이튼의 첫 소설을 영화화한 작품. 이 영화 외에 2008년에 TV용 영화로 다시 만들어지기도 했다. 지구에 떨어진 인공위성이 인간에게 치명적인 바이러스를 퍼뜨리고, 과학자들은 그 바이러스의 정체를 알아내기 위해 노력하는데..",1971-03-12,/i3rTxQRJaBJoBcY8VMUOPT2E8Hp.jpg,7.1,15.192,1E6vgk1zQFE
727,어택 더 블록,"런던 남부 한 마을의 평범하기 그지없는 십대소년들에게 믿을 수 없는 일이 벌어진다. 잔인한 외계인들이 마을을 침공한 것! 조용하던 주택가는 순식간에 SF 영화의 무대로 변하고, 이제 동네의 천덕꾸러기 소년들이 마을을 지키는 히어로가 될 차례다. 래퍼를 연상케 하는 꼬마 갱단이 대도시 런던의 밤거리를 활보하며 외계인과 맞서는 이 영화는 스피디한 흑인음악의 업비트와 함께 쉴 새 없이 몰아치는 액션이 돋보이는 신개념 SF 액션이다.",2011-05-12,/wzCMnA6NDruLzgWeqMcLPDrGAdF.jpg,6.5,16.19,YawsA41VKXo
728,얼어붙은 문명,세계를 덮친 유독가스로 공기가 오염되어 인류가 더 이상 생존할 수 없게 된 근미래. 미국 정부는 지상의 공기가 정화되면 그때 다시 문명을 재건할 목적으로 대체 불가능한 전문가들을 수면탱크에 장시간 보존하기로 한다. 카트라이트(자이먼 혼수)와 바우어(노먼 리더스)는 폐쇄된 미사일 격납고 속에서 잠들어 있는 ‘슬리퍼’들의 안전을 관리하는 기술자들. 6개월간 잠들었다가 일어나 산소가 공급되는 2시간 동안 슬리퍼들과 격납고의 상태를 점..,2015-08-14,/vs7xGGYZltIZuLTcCgDp73tTJYn.jpg,4.9,16.691,L8tKXWulnu0
729,에너미 마인,"우주로 진출한 지구인들은 파충류 외계생물체인 드레그들과 영토 확장을 위한 치열한 전투를 계속한다. 교전중 조정사 데비는 황폐한 혹성에 불시착하게 되는데, 그 미개발지에 역시 우주선의 고장으로 남아있던 드레그와 맞부닥치게 된다. 서로 적대 관계였던 두 종족은 살아남아야 한다는 공동 목표하에 기묘한 우정을 쌓아나가게 된다. 결국 드레그는 죽게 되고 데비는 남겨진 아기 드레그를 돌보며 드레그와의 약속을 지키려한다.",1985-12-12,/a3dr9L8VIjhEvivzQ2M12VQDere.jpg,6.9,17.382,J8wLPApYGOw
730,극장판 천원돌파 그렌라간: 나암편,"하늘에 바람구멍이 열리는 날, 내일로 계속되는 길을 보았다. 이는 운명과 계속 싸울 수 밖에 없는 한 남자의 이야기. 카미나의 죽음을 이겨내고 왕도 텟페린을 공격하는 대그랜단. 수인군(괴물군대)과의 격전 속에 시몬은 나선왕 로제놈을 상대로 격렬한 일대일 승부에서 간신히 승리한다. 그 텟페린 전쟁으로부터 7년 후, 지상을 되찾은 인류는 눈깜짝할 사이에 문명을 구축하고 번영을 구가한다. 언제까지나 계속될 것 같았던 평화로운 세상. 그러나 인류의 손이 우주까지 뻗었을때 정체불명의 적이 나타난다. 저항을 해보지만 압도적인 힘에 어찌해보지도 못하고 유린당하는 인류. 모두가 절대적 절망에 빠져있을 때, 다시 그들이 일어선다. 시몬, 그리고 대그랜단 최후의 전쟁이 시작된다.",2009-04-25,/bmyepRLEvwcqcmRcMz5gwn8kGxe.jpg,8,22.695,
731,다락방의 외계인,"아빠 스튜어트와 엄마 니나, 그리고 장녀 베타니, 15살 장남 톰, 그리고 7살 막내 한나로 이루어진 피어슨 가족은 네이트 삼촌의 가족과 함께, 메인 주에 위치한 3층짜리 별장으로 여름 휴가를 떠난다. 하지만, 이들에 앞서 별장을 점거하고 있는 이들이 있었으니, 키가 보통사람의 무릎까지 오는 난쟁이 외계인들이 그들이다. 이 외계인들은 겉보기에는 사람들에게 무해한 것처럼 보이지만, 인간들을 자기 마음대로 조종할 수 있는 무시무시한 기술을 가진 생명체. 틴에이저인 톰과 사촌 제이크 등은 부모님과 이웃사람들, 그리고 나아가서는 지구를 지키기 위해 외계인들에게 과감히 맞서는데...",2009-07-31,/gjDfPcKcxdJlJkK6pgHrwDfSG3O.jpg,5.7,19.434,JGrrqFx3i-0
732,스타 트렉 2: 칸의 분노,"서기 23세기. 세티 알파 5호 행성 근처에서 렐리언트호가 미세한 생명체의 움직임을 포착한다. 이에 확인 차 행성에 내려간 체코프 항해사와 테렐 함장은 그만 칸에게 포로로 잡힌다. 커크 제독(윌리엄 샤트너 분)에 의해 추방당했던 칸은 오랜 세월동안 복수의 기회만 노리고 있었던 인물. 렐리언트호를 탈취한 칸은 새로운 생명체를 창조할 수 있는, 일명 제네시스라고 불리는 기계를 탈취하기 위해 과학선 레귤라 1호로 향한다. 한편, 생도들의 처녀항해를 지켜보기 위해 엔터프라이즈호에 탑승해있던 커크 제독은 레귤라 1호의 캐롤박사로부터 의문의 메시지를 받는다. 이에 커크 제독은 제네시스 계획을 확인하고 초고속으로 레귤라 1호가 있는 곳으로 향한다. 하지만 이미 그 곳은 칸이 길목을 지키고 있었고, 렐리언트호를 전혀 의심하지 않았던 커크 제독은 칸에게 일격을 당하고 마는데...",1982-06-04,/53J4DyS0wMp5r3XYJvzUh9cf0Hz.jpg,7.5,18.136,MH7KtPI10Xc
733,강철의 연금술사,"강철의 연금술사 에드, 잃어버린 동생의 몸을 되찾기 위해 물불을 가리지 않는다. 두 형제를 지켜보는 군과 괴물 같은 존재들의 훼방에도 동생의 예전 모습을 찾을 수 있을까.",2017-12-01,/xlwQTF5g9ZJX8hypdrldr3SkZ33.jpg,5.4,17.188,asTxh9kuEvE
734,드래곤볼 슈퍼: 브로리,‘힘의 대회’ 후 평화를 되찾은 지구. 그리고 더욱 강해지기 위해 수행에 몰두하고 있는 오공과 베지터 앞에 나타난 것은 지금까지의 그 어떤 적보다 강한 사이어인 브로리! 엄청난 전투력으로 오공과 베지터를 무기력하게 만드는 브로리와 또 다시 지옥에서 돌아온 프리저까지 뒤얽혀 서로 다른 운명을 살아온 세 사이어인들은 처절한 전투를 시작하고 오공과 베지터는 최후의 선택으로 본인들의 한계를 뛰어넘는 퓨전을 시도하는데….,2018-12-14,/mPnI58Q9lRfhFi1AyjOIL7Ke0cU.jpg,7.9,15.038,0AymV4t5Z-g
735,섹스미션,"여성만이 지배하는 미래 사회, 50년 만의 동면에서 깨어난 두 남자 만이 살아남은 유일한 남성의 표본. 그들은 곧 이 사회에서 “정상적”인 존재로 탈바꿈해야 한다는 사실 – 즉 여성이 되어야 한다는 사실을 깨닫게 된다. 두 주인공은 자신들의 그것(!)을 지키기 위하여 고군분투한다.",1984-05-13,/9wOoNgq5hwhwrfMgNedwQsuFzH.jpg,7.3,13.425,ZERdn4B8Ijg
736,불가사리 3,"평화롭던 아르헨티나 마을에 어느날 갑자기 나타난 불가사리로 한바탕 소동이 일어난다! 아르헨티나, 엔 차코 마을 지하에 사는 불가사리가 다시 나타났다는 신고가 들어온다. 그런 일이 있을 줄 알고 있었던 버트는 그 동안 신무기를 개발해내는 등, 불가사리를 물리칠 만반의 준비를 하고 있었다. 하지만 부동산 업자 멜은 불가사리를 이용해 이 지역을 공원화시켜 큰돈을 벌려고 분주히 뛰어 다닌다. 그러던 어느날, 잭이 관광객을 태우고 다니며 불가사리가 실제 나타난 것처럼 꾸며서 기념품과 맥주를 팔며 돌아다니던 중, 불가사리가 정말로 나타나 관광객 한 명을 먹어치우는 사건이 벌어진다. 낸시의 연락을 받고 정부에서 스테롤리와 앤드류 박사를 파견해 불가사리를 연구용으로 잡아가려고 하지만 조심하라는 버트의 말을 무시하며 다니다가 이내 불가사리에게 먹혀버리고 만다. 그 사이 지하로만 다니던 불가사리가 변형을 해서 하늘로 날아다니는 슈릭커가 되고 숫자 또한 늘어나는데...",2001-10-02,/2dpgRy7ekDUNNk2FxYPkxBcG8li.jpg,5.8,19.426,jw0qzPAQW3w
737,디즈 파이널 아워스,"운석이 북대서양에 충돌해 거대한 폭발이 일어나면서 불기둥의 폭풍이 지구 전체를 집어삼킨다. 이미 유럽과 아시아는 사라졌고, 불폭풍이 몰려오기까지 남은 시간은 12시간 뿐. 제임스는 지구종말의 두려움 속에서 생을 마감하느니, 마지막을 파티와 함께 하겠다며 애인을 두고 떠난다. 무질서하고 혼란스러진 거리 속에서 아빠를 찾아가다 불량배에 붙잡히고 있는 소녀(로즈)를 그냥 지나치지 못해 구해주게 되고, 로즈를 아빠에게 데려다 주기위해 그녀와 동행하게 되는데...",2014-07-31,/excU2Ye5VI9PrYl2D3gbDYUN23G.jpg,6.5,16.927,QaoF6byFQFU
738,게이머,"가까운 미래, 전세계인들은 ‘슬레이어즈’라는 온라인 FPS 게임에 열광한다. 10대 소년 ‘사이먼’이 플레이하는 캐릭터 ‘케이블’은 게임 속에서 놀라운 활약을 펼치며 ‘슬레이어즈’를 전세계인이 열광하는 최고의 인기 게임의 자리에 오르게 한다.  모든 자유를 구속당한 채 죽음의 게임을 계속해나가는 ‘케이블’. 자유를 되찾아 사랑하는 아내와 딸의 곁으로 돌아가기 위해서는 30게임을 이겨야 한다. 하지만 갈수록 힘겨워지는 전투 속에 마지막 한 게임만을 앞두고 ‘케이블’과 ‘사이먼’은 위기에 직면한다. ‘사이먼’이 내리는 명령을 실행하는 동안 생기는 시간차인 ‘핑(Ping)’ 때문에 진정한 실력을 드러내며 자유롭게 싸울 수 없었던 ‘케이블’은 게임에서 이기고 싶다면 자신을 자유 모드로 플레이할 수 있도록 놓아달라고 부탁하게 된다.  그러던 중 이 게임을 통해 사람들의 눈과 귀를 마비시킨 채 전세계적인 온라인 시스템을 장악하려는 ‘슬레이어즈’의 개발자인 ‘켄 캐슬’의 광기서린 음모를 알게 된 ‘케이블’은 그에 맞서 반체제 집단 ‘휴먼즈’와 손잡고 시스템 전복을 위한 반란을 주도하게 되는데...",2009-09-03,/hOrHMu8XZ2CAHtAA9Aks2kccUu6.jpg,5.7,19.424,P2g94xQmtHw
